fitness_max,fitness_min,fitness_prom,desv_std,tiempo_gen_seg,generacion,metodo,n_generaciones,tam_poblacion,mejor_x_gen,mejor_cromosoma_gen
0.5318151806998989,0.012932149811670238,0.11501165516841168,0.1604736581062887,0.00012826919555664062,1,ruleta,20,10,783033306,101110101011000010001111011010
0.5318151806998989,0.015810791424276802,0.31424783802862916,0.22943133976824873,0.0001316070556640625,2,ruleta,20,10,783033306,101110101011000010001111011010
0.5318151806998989,0.03483975103342375,0.48185753670185394,0.14900643296920948,9.655952453613281e-05,3,ruleta,20,10,783033306,101110101011000010001111011010
0.5318151806998989,0.043601539763206715,0.4827337257612102,0.14637790881483098,6.103515625e-05,4,ruleta,20,10,783033306,101110101011000010001111011010
0.5318380446298577,0.5309253474250303,0.5312950039034918,0.00042946550657951436,6.723403930664062e-05,5,ruleta,20,10,783050138,101110101011000110010110011010
0.5318380446298577,0.5309481772895963,0.5312973072568347,0.00042755482983170245,5.888938903808594e-05,6,ruleta,20,10,783050138,101110101011000110010110011010
0.5318381315658905,0.5309253474250303,0.5315551121355302,0.00040236926399813246,5.4836273193359375e-05,7,ruleta,20,10,783050202,101110101011000110010111011010
0.5318151806998989,0.5309253474250303,0.531203752851976,0.00037176989622968106,6.532669067382812e-05,8,ruleta,20,10,783033306,101110101011000010001111011010
0.5318979452405687,0.5309253474250303,0.5312866645522054,0.00042754472891755514,9.441375732421875e-05,9,ruleta,20,10,783094234,101110101011010001000111011010
0.532016191469537,0.5035591391650621,0.5284754326471279,0.008316933482038328,5.3882598876953125e-05,10,ruleta,20,10,783181274,101110101011100110010111011010
0.5320154958650581,0.5035588007924069,0.5284731413072832,0.008316483806019756,5.078315734863281e-05,11,ruleta,20,10,783180762,101110101011100110001111011010
0.532016191469537,0.5307703979927817,0.5311197176962567,0.0004509588678707993,5.030632019042969e-05,12,ruleta,20,10,783181274,101110101011100110010111011010
0.5319932367618397,0.5307703979927817,0.5309889522932699,0.0003424351198644811,4.9114227294921875e-05,13,ruleta,20,10,783164378,101110101011100010001111011010
0.5319932367618397,0.5307703979927817,0.531127947166801,0.0004352981027239389,4.9114227294921875e-05,14,ruleta,20,10,783164378,101110101011100010001111011010
0.5320047140537859,0.53092465253405,0.5310377314160777,0.00032237397533158783,4.792213439941406e-05,15,ruleta,20,10,783172826,101110101011100100010011011010
0.5309368131918596,0.53092465253405,0.5309296905191743,5.684243651268946e-06,6.723403930664062e-05,16,ruleta,20,10,782386394,101110101000100100010011011010
0.5366328056792685,0.53092465253405,0.5315005058336961,0.0017107752342530287,5.340576171875e-05,17,ruleta,20,10,786571994,101110111000100010001011011010
0.5366328056792685,0.53092465253405,0.5314996024696692,0.0017110752910995705,5.841255187988281e-05,18,ruleta,20,10,786571994,101110111000100010001011011010
0.5366328056792685,0.5309145766659377,0.5314993940234185,0.0017111583347244066,4.935264587402344e-05,19,ruleta,20,10,786571994,101110111000100010001011011010
0.5366335042957665,0.5309249999794833,0.5332116314887647,0.002793384728210238,5.6743621826171875e-05,20,ruleta,20,10,786572506,101110111000100010010011011010
0.8272167761729297,0.0022860638364884884,0.34274696877064537,0.26800810323846885,8.940696716308594e-05,1,torneo,20,10,976583847,111010001101010111110010100111
0.8272167643142092,0.15297130566271822,0.49560698698156475,0.20358022940115736,7.343292236328125e-05,2,torneo,20,10,976583840,111010001101010111110010100000
0.8272167761729297,0.41331333924442776,0.6244640975109831,0.13649974957544203,7.033348083496094e-05,3,torneo,20,10,976583847,111010001101010111110010100111
0.8272168930660356,0.5896904066171491,0.7258433370909453,0.1067351362588185,7.224082946777344e-05,4,torneo,20,10,976583916,111010001101010111110011101100
0.8272168930660356,0.6154632313217391,0.8030460908459164,0.06308288701188733,7.009506225585938e-05,5,torneo,20,10,976583916,111010001101010111110011101100
0.8272168930660356,0.8272167710906209,0.8272168673156701,4.513314192058708e-08,7.081031799316406e-05,6,torneo,20,10,976583916,111010001101010111110011101100
0.8272168930660356,0.8272168795132113,0.8272168903554707,5.421129722904539e-09,8.440017700195312e-05,7,torneo,20,10,976583916,111010001101010111110011101100
0.8335575902164609,0.7451147119370349,0.819478923369793,0.024869317339955406,7.581710815429688e-05,8,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.7926362426455963,0.8250266455300597,0.011034243016984576,7.367134094238281e-05,9,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8272168930660356,0.8320888653659507,0.00246670609291398,6.890296936035156e-05,10,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8335574065534658,0.8335575718501614,5.509889854371508e-08,7.224082946777344e-05,11,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8335575902164609,0.833557590216461,0.0,7.176399230957031e-05,12,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8335575902164609,0.833557590216461,0.0,7.796287536621094e-05,13,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.832606405728471,0.8334336541320916,0.0002888245162881627,6.937980651855469e-05,14,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8335575902164609,0.833557590216461,0.0,6.937980651855469e-05,15,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8335575902164609,0.833557590216461,0.0,7.033348083496094e-05,16,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8335575902164609,0.833557590216461,0.0,6.818771362304688e-05,17,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8335575902164609,0.833557590216461,0.0,7.05718994140625e-05,18,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8335575902164609,0.833557590216461,0.0,8.749961853027344e-05,19,torneo,20,10,980319576,111010011011100111110101011000
0.8335575902164609,0.8332694138607581,0.8335287725808908,8.645290671083217e-05,7.295608520507812e-05,20,torneo,20,10,980319576,111010011011100111110101011000
0.5919292050330537,0.007237891797892714,0.2249592418383958,0.22362437941396904,6.198883056640625e-05,1,elitismo,20,10,826104055,110001001111010101100011110111
0.5921371405384952,0.0478439540134456,0.450375545062506,0.16186168614166155,5.9604644775390625e-05,2,elitismo,20,10,826249141,110001001111111000111110110101
0.5921371405384952,0.4856740128995347,0.5312920630641196,0.042171335563557656,5.245208740234375e-05,3,elitismo,20,10,826249141,110001001111111000111110110101
0.5921371405384952,0.485698349669893,0.5384988574834226,0.045600367758430675,5.0067901611328125e-05,4,elitismo,20,10,826249141,110001001111111000111110110101
0.5921371434051228,0.48569835745858786,0.5813618646998429,0.03188810192167785,5.340576171875e-05,5,elitismo,20,10,826249143,110001001111111000111110110111
0.5921371434051228,0.5918054866490092,0.592059702807381,0.00012181798101849938,5.1975250244140625e-05,6,elitismo,20,10,826249143,110001001111111000111110110111
0.5921371434051228,0.5918054866490092,0.5920500176433676,0.00013686555108302485,5.1975250244140625e-05,7,elitismo,20,10,826249143,110001001111111000111110110111
0.5921371434051228,0.5918054866490092,0.5920500179252044,0.00013682397656558626,6.103515625e-05,8,elitismo,20,10,826249143,110001001111111000111110110111
0.5921408126940977,0.5918032856977187,0.5919960851563408,0.0001481125028778576,5.9604644775390625e-05,9,elitismo,20,10,826251703,110001001111111001100110110111
0.5921408126940977,0.5918032856977187,0.592050750946675,0.00013750162446613993,4.935264587402344e-05,10,elitismo,20,10,826251703,110001001111111001100110110111
0.5921408126940977,0.5919316699024278,0.5921187976282383,6.239748961635998e-05,5.030632019042969e-05,11,elitismo,20,10,826251703,110001001111111001100110110111
0.5921408126940977,0.5921371434051228,0.5921397119074052,1.6814794474070557e-06,5.817413330078125e-05,12,elitismo,20,10,826251703,110001001111111001100110110111
0.5921408126940977,0.5921371434051228,0.592140068516412,1.4628741879297305e-06,6.866455078125e-05,13,elitismo,20,10,826251703,110001001111111001100110110111
0.8557122863644366,0.5921408126940977,0.6184979600611316,0.07907144210110169,5.53131103515625e-05,14,elitismo,20,10,993261847,111011001100111111100100010111
0.8557122863644366,0.5921408126940977,0.6712122547951994,0.12078362291253884,4.982948303222656e-05,15,elitismo,20,10,993261847,111011001100111111100100010111
0.8557122863644366,0.5921408126940977,0.750283696896301,0.12912312424914835,6.723403930664062e-05,16,elitismo,20,10,993261847,111011001100111111100100010111
0.9506931997121768,0.5921408126940977,0.8388532303321767,0.08697644389726239,6.318092346191406e-05,17,elitismo,20,10,1046935831,111110011001101111100100010111
0.9506931997121768,0.8557122863644366,0.8937046527373536,0.04653095375698243,6.723403930664062e-05,18,elitismo,20,10,1046935831,111110011001101111100100010111
0.9506931997121768,0.6404661988526499,0.8911762266557229,0.09374551241607157,5.7697296142578125e-05,19,elitismo,20,10,1046935831,111110011001101111100100010111
0.9506931997121768,0.8557122863644366,0.9411951083774028,0.02849427400432205,5.650520324707031e-05,20,elitismo,20,10,1046935831,111110011001101111100100010111
