fitness_max,fitness_min,fitness_prom,desv_std,tiempo_gen_seg,generacion,metodo,n_generaciones,tam_poblacion,mejor_x_gen,mejor_cromosoma_gen
0.9817670783593175,0.9654310302770774,0.9765895131502408,0.0073113898689438446,7.510185241699219e-05,5,torneo,20,10,1063908068,111111011010011111001011100100
0.9817670783593175,0.9808446201108474,0.9816747911933417,0.00027672372161435924,8.225440979003906e-05,6,torneo,20,10,1063908068,111111011010011111001011100100
0.9821299689185625,0.6851277331943215,0.9521394683340028,0.08900397745689784,8.153915405273438e-05,7,torneo,20,10,1064104676,111111011011001111001011100100
0.9821303233366481,0.9817666058892811,0.982021089945594,0.00016639279584527975,9.250640869140625e-05,8,torneo,20,10,1064104868,111111011011001111001110100100
0.9824475531641415,0.9821299689185625,0.9821906735599409,0.0001206517531945252,7.915496826171875e-05,9,torneo,20,10,1064276708,111111011011111001001011100100
0.9824760295570762,0.9821299689185625,0.9823398586787894,0.000125219288244351,7.152557373046875e-05,10,torneo,20,10,1064292132,111111011011111100111100100100
0.9824760295570762,0.9823754778312528,0.9824510155149303,3.462811915466262e-05,9.417533874511719e-05,11,torneo,20,10,1064292132,111111011011111100111100100100
0.9824760295570762,0.9824474350056944,0.9824731701019381,8.578365414546596e-06,7.891654968261719e-05,12,torneo,20,10,1064292132,111111011011111100111100100100
0.9824760295570762,0.9824760295570762,0.9824760295570762,0.0,7.748603820800781e-05,13,torneo,20,10,1064292132,111111011011111100111100100100
0.9843523626650061,0.9824760295570762,0.9826636628678692,0.0005628999323789685,7.557868957519531e-05,14,torneo,20,10,1065307940,111111011111110100111100100100
0.9843523626650061,0.9824760295570762,0.9828089117203284,0.0006724762821000088,7.43865966796875e-05,15,torneo,20,10,1065307940,111111011111110100111100100100
0.9843523626650061,0.9824760295570762,0.9831841783419144,0.000875034496184872,7.796287536621094e-05,16,torneo,20,10,1065307940,111111011111110100111100100100
0.9844294781323744,0.9824760295570762,0.983609540968571,0.0009257758797903041,8.249282836914062e-05,17,torneo,20,10,1065349668,111111011111111111001000100100
0.9844294781323744,0.8184143891224067,0.9675940620535257,0.04972974869372756,7.05718994140625e-05,18,torneo,20,10,1065349668,111111011111111111001000100100
0.9844294781323744,0.9843523626650061,0.9843997199759252,3.175166350581086e-05,6.961822509765625e-05,19,torneo,20,10,1065349668,111111011111111111001000100100
0.9844294781323744,0.9844129193417779,0.9844261663742551,6.62351623859081e-06,6.67572021484375e-05,20,torneo,20,10,1065349668,111111011111111111001000100100
0.9503477932066635,0.02578055159140558,0.39336507212922084,0.3566578125511306,6.270408630371094e-05,1,elitismo,20,10,1046745627,111110011001000001001000011011
0.9503807723104979,0.02578055159140558,0.6675005076247097,0.33238672107425316,6.818771362304688e-05,2,elitismo,20,10,1046763789,111110011001000101100100001101
0.9503807723104979,0.1086423692380156,0.8049725442939968,0.23918524541874236,7.05718994140625e-05,3,elitismo,20,10,1046763789,111110011001000101100100001101
0.9503807723104979,0.8239931413453747,0.8890829953341555,0.05957368809943404,6.389617919921875e-05,4,elitismo,20,10,1046763789,111110011001000101100100001101
0.9504016255971197,0.8305353997479893,0.9147818774470038,0.054368486338235274,5.221366882324219e-05,5,elitismo,20,10,1046775273,111110011001001000010111101001
0.9504016255971197,0.8305353997479893,0.9264063302208048,0.04793546734903266,5.340576171875e-05,6,elitismo,20,10,1046775273,111110011001001000010111101001
0.9504016255971197,0.8306466506838911,0.9383913133943006,0.03591490580494818,8.320808410644531e-05,7,elitismo,20,10,1046775273,111110011001001000010111101001
0.9565790152761361,0.9502394593708258,0.9509928752828604,0.0018626001092569954,6.651878356933594e-05,8,elitismo,20,10,1050171661,111110100110000101100100001101
0.9565790152761361,0.9502394593708258,0.9509766586602308,0.001868374192370607,6.198883056640625e-05,9,elitismo,20,10,1050171661,111110100110000101100100001101
0.9661745232005011,0.950241000909847,0.9525703909370049,0.0048983408011326526,5.221366882324219e-05,10,elitismo,20,10,1055425689,111110111010001000010010011001
0.966174530523988,0.9502409936469982,0.9547672789131181,0.0061913437038326235,6.103515625e-05,11,elitismo,20,10,1055425693,111110111010001000010010011101
0.966174530523988,0.9499048170397001,0.9547735570790467,0.006193676323190148,6.151199340820312e-05,12,elitismo,20,10,1055425693,111110111010001000010010011101
0.966174530523988,0.9503807723104979,0.9595887386527361,0.006907534779987041,6.556510925292969e-05,13,elitismo,20,10,1055425693,111110111010001000010010011101
0.966174530523988,0.9503807941006467,0.9611358614529205,0.006463647365014951,6.4849853515625e-05,14,elitismo,20,10,1055425693,111110111010001000010010011101
0.9661747575520955,0.5974049958417543,0.9277181955439199,0.1102050461328618,5.888938903808594e-05,15,elitismo,20,10,1055425817,111110111010001000010100011001
0.9834089647879244,0.5717244752643361,0.9252941991900776,0.11818419921654064,6.699562072753906e-05,16,elitismo,20,10,1064797325,111111011101111000010010001101
0.9834089647879244,0.9503712645660948,0.9632083658246027,0.00971164261416937,5.316734313964844e-05,17,elitismo,20,10,1064797325,111111011101111000010010001101
