fitness_max,fitness_min,fitness_prom,desv_std,tiempo_gen_seg,generacion,metodo
4.660740893561017e-05,3.9247590649667656e-05,4.445863811470527e-05,2.0192462142725263e-06,0.0005061626434326172,1,ruleta
4.757619420963343e-05,3.942207178180004e-05,4.413548080761755e-05,2.1048382909272605e-06,0.00042891502380371094,2,ruleta
4.757619420963343e-05,4.197793193590482e-05,4.5224681657185456e-05,1.3725661133410728e-06,0.0004019737243652344,3,ruleta
4.572106160160071e-05,4.197793193590482e-05,4.4502296869532756e-05,1.3366810276866023e-06,0.000396728515625,4,ruleta
4.670137633677073e-05,4.197793193590482e-05,4.493789025080261e-05,1.5991865814927549e-06,0.0004582405090332031,5,ruleta
4.6393289021946487e-05,4.026277934630814e-05,4.358185163106435e-05,1.8323867132333942e-06,0.00040602684020996094,6,ruleta
4.6393289021946487e-05,3.968139195841401e-05,4.451161593411267e-05,1.8514949127798098e-06,0.0004088878631591797,7,ruleta
4.832704907826749e-05,4.110029190260415e-05,4.473829133555687e-05,2.028799296326866e-06,0.0003998279571533203,8,ruleta
4.8671691840764015e-05,4.2059926707852706e-05,4.4719639288412684e-05,1.769188303863245e-06,0.0003898143768310547,9,ruleta
4.8671691840764015e-05,4.166466990057271e-05,4.509276524286875e-05,2.241838333365855e-06,0.00039196014404296875,10,ruleta
4.8671691840764015e-05,4.41977554845067e-05,4.579464547166956e-05,1.2789152082721704e-06,0.0003879070281982422,11,ruleta
4.8671691840764015e-05,4.41977554845067e-05,4.628855664604691e-05,1.4710578418808853e-06,0.0004429817199707031,12,ruleta
4.7608890389628444e-05,4.121645686135338e-05,4.544904812671615e-05,1.8234782287725146e-06,0.0004527568817138672,13,ruleta
4.7837468644069674e-05,4.18673263363408e-05,4.555424425273767e-05,1.7771648558255446e-06,0.000392913818359375,14,ruleta
4.7837468644069674e-05,4.340172343636772e-05,4.647278252480286e-05,1.218718238833848e-06,0.00039386749267578125,15,ruleta
4.7820912957017784e-05,4.0982642038514206e-05,4.517085748847433e-05,2.117329988326716e-06,0.0003829002380371094,16,ruleta
4.7794762294685494e-05,4.374683926618057e-05,4.604422767904914e-05,1.0327240707502805e-06,0.00039386749267578125,17,ruleta
4.746247578296075e-05,4.374683926618057e-05,4.507455384511631e-05,1.1060285853504602e-06,0.0003859996795654297,18,ruleta
4.753313578777049e-05,4.2012541320333444e-05,4.5086410143166664e-05,1.4502428915548387e-06,0.00045013427734375,19,ruleta
4.7285162612649446e-05,4.2012541320333444e-05,4.439220386917153e-05,1.779757119044046e-06,0.00041604042053222656,20,ruleta
4.7045313401034915e-05,4.071209480474582e-05,4.426814006947349e-05,1.953930165434136e-06,0.0004527568817138672,1,torneo
4.770418744788215e-05,4.5770754164144204e-05,4.6642753034583696e-05,5.523152653904677e-07,0.0007460117340087891,2,torneo
4.778989667576396e-05,4.669186027641474e-05,4.728208863009997e-05,3.769686064048897e-07,0.0005168914794921875,3,torneo
4.801872048502249e-05,4.7045313401034915e-05,4.771260796085237e-05,2.3855132558743934e-07,0.00041604042053222656,4,torneo
4.801872048502249e-05,4.7691355946743124e-05,4.7845755112956294e-05,1.1681217366760799e-07,0.00039696693420410156,5,torneo
4.8313585322412104e-05,4.750720404357267e-05,4.797417294369062e-05,1.952203481962691e-07,0.0003981590270996094,6,torneo
4.8313585322412104e-05,4.783167718897986e-05,4.8029502639157195e-05,1.0989445775172135e-07,0.00039196014404296875,7,torneo
4.8313585322412104e-05,4.801872048502249e-05,4.8107179936239376e-05,1.3512404371187345e-07,0.00039696693420410156,8,torneo
4.8313585322412104e-05,4.7718685280615e-05,4.822460883449343e-05,1.9017969871560431e-07,0.0003859996795654297,9,torneo
4.8313585322412104e-05,4.817605067482126e-05,4.829983185765302e-05,4.126039427725307e-08,0.0003871917724609375,10,torneo
4.8313585322412104e-05,4.753184712787981e-05,4.823541150295888e-05,2.345214583596882e-07,0.0003972053527832031,11,torneo
4.8313585322412104e-05,4.8313585322412104e-05,4.8313585322412104e-05,0.0,0.0004010200500488281,12,torneo
4.8313585322412104e-05,4.8313585322412104e-05,4.8313585322412104e-05,0.0,0.00039505958557128906,13,torneo
4.8313585322412104e-05,4.5996776135341554e-05,4.8081904403705046e-05,6.950427561211648e-07,0.00038909912109375,14,torneo
4.8313585322412104e-05,4.8313585322412104e-05,4.8313585322412104e-05,0.0,0.0003979206085205078,15,torneo
4.8313585322412104e-05,4.8313585322412104e-05,4.8313585322412104e-05,0.0,0.0004050731658935547,16,torneo
4.902183822909428e-05,4.8313585322412104e-05,4.8384410613080324e-05,2.124758720046529e-07,0.00039505958557128906,17,torneo
4.902183822909428e-05,4.784735231217342e-05,4.842055691627109e-05,3.899891087346563e-07,0.0003867149353027344,18,torneo
4.902183822909428e-05,4.8313585322412104e-05,4.888548123806041e-05,2.1420473420214102e-07,0.0003871917724609375,19,torneo
4.902183822909428e-05,4.902183822909428e-05,4.902183822909428e-05,0.0,0.0003809928894042969,20,torneo
4.836086902085893e-05,4.183424914037022e-05,4.5178122938722496e-05,1.9641331013368265e-06,0.0004107952117919922,1,elitismo
4.836086902085893e-05,4.175309598281467e-05,4.541826300767836e-05,2.2144669196292723e-06,0.00046706199645996094,2,elitismo
4.876405551973654e-05,4.3642060413343775e-05,4.709928337752643e-05,1.4023374856574191e-06,0.00040078163146972656,3,elitismo
4.876405551973654e-05,4.234432550067696e-05,4.70557004648329e-05,1.8963988396676895e-06,0.0004019737243652344,4,elitismo
4.876405551973654e-05,4.234432550067696e-05,4.6073564582751756e-05,2.1697558581080616e-06,0.00039124488830566406,5,elitismo
4.876405551973654e-05,4.4557526168620075e-05,4.7126289429698574e-05,1.1654181558652981e-06,0.00037789344787597656,6,elitismo
4.876405551973654e-05,4.62453595348082e-05,4.7849268730847466e-05,9.695862954699057e-07,0.00038814544677734375,7,elitismo
4.876405551973654e-05,4.4585508628424305e-05,4.729054843656163e-05,1.2342622787067672e-06,0.0003809928894042969,8,elitismo
4.890438128683029e-05,4.615531354685388e-05,4.790255300958519e-05,8.928469229429333e-07,0.0003859996795654297,9,elitismo
4.890438128683029e-05,4.6847236166600084e-05,4.7839696818938366e-05,7.351553513016422e-07,0.00038313865661621094,10,elitismo
4.9401248155033316e-05,4.4761244771113114e-05,4.758819219342033e-05,1.404505601212897e-06,0.0003807544708251953,11,elitismo
4.9401248155033316e-05,4.4761244771113114e-05,4.696607144902615e-05,1.481027794076788e-06,0.0003809928894042969,12,elitismo
4.9401248155033316e-05,4.4761244771113114e-05,4.749891041743635e-05,1.4582094940893681e-06,0.0004291534423828125,13,elitismo
4.9401248155033316e-05,4.440193385182503e-05,4.771628746948291e-05,1.6194945022503085e-06,0.00042891502380371094,14,elitismo
4.9401248155033316e-05,4.440193385182503e-05,4.770626371095145e-05,1.969968453315427e-06,0.0005669593811035156,15,elitismo
4.9401248155033316e-05,4.419837192036101e-05,4.700407913001095e-05,1.8878162508383536e-06,0.0003941059112548828,16,elitismo
4.9401248155033316e-05,4.457627981973647e-05,4.754559075214351e-05,1.9445162832602886e-06,0.0005900859832763672,17,elitismo
4.9401248155033316e-05,4.569052486454282e-05,4.802908444258809e-05,1.3039465569892301e-06,0.00040030479431152344,18,elitismo
4.9401248155033316e-05,4.5664413127928956e-05,4.776864772638892e-05,1.251085472704643e-06,0.0003840923309326172,19,elitismo
4.9401248155033316e-05,4.5664413127928956e-05,4.7757742689706904e-05,1.115427406418648e-06,0.0003788471221923828,20,elitismo
